file	sites	kind	exercised_by	owner	status	check8
src/core/session.ail	12	comment;import;literal;type annotation	anchors (via tools/predicate-anchors/anchors.sh); check_core (glob src/core/*.ail); deepseekv4_flash_compaction_heavy_headless (via scripts/run-agent.sh); discovery; driver_leaf_inventory (via tools/driver_leaf_inventory/derive.py); driver_leaf_inventory_selftest (via tools/driver_leaf_inventory/derive.py); driver_only (via tools/profile_definition/check_fixtures.py); driver_plus_compose (via tools/profile_definition/check_compose_profile.py); driver_plus_no_ops (via tools/profile_definition/check_no_op_profile.py); dst; eval_protected_selftest (via tools/eval_protected/selftest.py); ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_call_inventory (via tools/ext_call_inventory/derive.py); ext_call_inventory_selftest (via tools/ext_call_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py); live_hunyuan3_free_compaction_heavy_headless (via scripts/run-agent.sh); live_qwen36_compaction_calibration (via scripts/run-agent.sh); live_qwen36_compaction_heavy (via scripts/run-agent.sh); live_qwen36_compaction_heavy_headless (via scripts/run-agent.sh); motoko (via scripts/run-agent.sh); new_contract_policy (via tools/verify_classify/new_contract_policy.py); profile_definition (via tools/profile_definition/check_fixtures.py); run (via scripts/run-agent.sh); terminal_trace; test_coverage (via tools/test_coverage/derive.py); test_coverage_selftest (via tools/test_coverage/derive.py); verify_core (glob src/core/*.ail); verify_mutations (via scripts/verify_contract_mutations.sh); world_state (glob src/core/*.ail)	P1.1	done (re-signature only, line-neutral): the two ExtCtx literals gain the three D3 fields with truthful defaults (P1.4r owns their fixtures and the decision-site Some); Accept nullary; ToolFailed imported by name (ctor collision, see README)	ok
src/core/test/ext_fixture.ail	4	comment;reference	check_core (glob src/core/*.ail); dst; eval_protected_selftest (via tools/eval_protected/selftest.py); verify_core (glob src/core/*.ail); world_state (glob src/core/*.ail)	P1.1	done: FixtureOverrides on the views, config field, describe takes Json; fixture_hooks stamps config	ok
src/core/test/integration_tests.ail	0	inline literal / type-only	check_core (glob src/core/*.ail); dst; eval_protected_selftest (via tools/eval_protected/selftest.py); test_integration; verify_core (glob src/core/*.ail); world_state (glob src/core/*.ail)	P1.2a	TYPE-DRIVEN: no site of its own; imports a 7.4 package (pkg-7.4 (compaction_structural)); green once P1.2 migrates it	pkg-7.4 (compaction_structural)
src/core/tool_catalog.ail	3	helper signature;import	check_core (glob src/core/*.ail); deepseekv4_flash_compaction_heavy_headless (via scripts/run-agent.sh); driver_only (via tools/profile_definition/check_fixtures.py); driver_plus_compose (via tools/profile_definition/check_compose_profile.py); driver_plus_no_ops (via tools/profile_definition/check_no_op_profile.py); dst; live_hunyuan3_free_compaction_heavy_headless (via scripts/run-agent.sh); live_qwen36_compaction_calibration (via scripts/run-agent.sh); live_qwen36_compaction_heavy (via scripts/run-agent.sh); live_qwen36_compaction_heavy_headless (via scripts/run-agent.sh); motoko (via scripts/run-agent.sh); new_contract_policy (via tools/verify_classify/new_contract_policy.py); profile_definition (via tools/profile_definition/check_fixtures.py); run (via scripts/run-agent.sh); test_coverage (via tools/test_coverage/derive.py); test_coverage_selftest (via tools/test_coverage/derive.py); verify_core (glob src/core/*.ail); world_state (glob src/core/*.ail)	P1.1	done: DescribeTools receives e.config; configured-vs-empty catalog test	ok
src/core/tool_envelope_dispatch.ail	2	helper signature;reference	check_core (glob src/core/*.ail); deepseekv4_flash_compaction_heavy_headless (via scripts/run-agent.sh); driver_only (via tools/profile_definition/check_fixtures.py); driver_plus_compose (via tools/profile_definition/check_compose_profile.py); driver_plus_no_ops (via tools/profile_definition/check_no_op_profile.py); dst; live_hunyuan3_free_compaction_heavy_headless (via scripts/run-agent.sh); live_qwen36_compaction_calibration (via scripts/run-agent.sh); live_qwen36_compaction_heavy (via scripts/run-agent.sh); live_qwen36_compaction_heavy_headless (via scripts/run-agent.sh); motoko (via scripts/run-agent.sh); new_contract_policy (via tools/verify_classify/new_contract_policy.py); profile_definition (via tools/profile_definition/check_fixtures.py); run (via scripts/run-agent.sh); test_coverage (via tools/test_coverage/derive.py); test_coverage_selftest (via tools/test_coverage/derive.py); verify_core (glob src/core/*.ail); world_state (glob src/core/*.ail)	P1.1	done: row +Trace (calls dispatch_tool_handle)	ok
src/core/tool_phase.ail	5	helper signature;import;type annotation	anchors (via tools/predicate-anchors/anchors.sh); check_core (glob src/core/*.ail); deepseekv4_flash_compaction_heavy_headless (via scripts/run-agent.sh); discovery; driver_leaf_inventory (via tools/driver_leaf_inventory/derive.py); driver_leaf_inventory_selftest (via tools/driver_leaf_inventory/derive.py); driver_only (via tools/profile_definition/check_fixtures.py); driver_plus_compose (via tools/profile_definition/check_compose_profile.py); driver_plus_no_ops (via tools/profile_definition/check_no_op_profile.py); dst; live_hunyuan3_free_compaction_heavy_headless (via scripts/run-agent.sh); live_qwen36_compaction_calibration (via scripts/run-agent.sh); live_qwen36_compaction_heavy (via scripts/run-agent.sh); live_qwen36_compaction_heavy_headless (via scripts/run-agent.sh); motoko (via scripts/run-agent.sh); new_contract_policy (via tools/verify_classify/new_contract_policy.py); profile_definition (via tools/profile_definition/check_fixtures.py); run (via scripts/run-agent.sh); test_coverage (via tools/test_coverage/derive.py); test_coverage_selftest (via tools/test_coverage/derive.py); verify_core (glob src/core/*.ail); world_state (glob src/core/*.ail)	P1.1	no change needed: threads the host's ExtCtx to the dispatchers; rows already carry Trace; checks clean in the workspace	ok
src/tui/src/herdr-child-env.test.ts	1	text	none	UNOWNED	sites: text	not checked
src/tui/src/runtime-process.ts	1	text	none	UNOWNED	sites: text	not checked
tools/eval_protected/manifest-A.json	2	data	none	UNOWNED	sites: data	not checked
tools/ext_ambient_inventory/fixtures/hook_scope/control_capability_list_empty.ail	1	fixture;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	sites: fixture;registration	gate fixture (verdict owned by its gate): ok
tools/ext_ambient_inventory/fixtures/hook_scope/control_capability_list_inline.ail	4	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): ok
tools/ext_ambient_inventory/fixtures/hook_scope/control_capability_list_named_wide.ail	3	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: 8.0 context shape (ExtCtx literal / view record)
tools/ext_ambient_inventory/fixtures/hook_scope/control_capability_list_same_kind.ail	4	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0); ToolProvider row without Trace	gate fixture (verdict owned by its gate): FAIL: 8.0 context shape (ExtCtx literal / view record)
tools/ext_ambient_inventory/fixtures/hook_scope/control_ext_ports_call.ail	6	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: pre-existing (fixture not meant to compile standalone) — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/control_ext_ports_call (decl 0)
tools/ext_ambient_inventory/fixtures/hook_scope/control_hook_reaches_env.ail	6	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: fixture by design (effect row / arity), not 8.0 — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/control_hook_reaches_env (decl 
tools/ext_ambient_inventory/fixtures/hook_scope/control_interpolated_call.ail	6	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: fixture by design (effect row / arity), not 8.0 — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/control_interpolated_call (decl
tools/ext_ambient_inventory/fixtures/hook_scope/control_named_hook_in_register.ail	6	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: pre-existing (fixture not meant to compile standalone) — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/control_named_hook_in_register 
tools/ext_ambient_inventory/fixtures/hook_scope/control_registration_only.ail	7	comment;fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: pre-existing (fixture not meant to compile standalone) — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/control_registration_only (decl
tools/ext_ambient_inventory/fixtures/hook_scope/reject_applied_local.ail	6	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: pre-existing (fixture not meant to compile standalone) — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/reject_applied_local (decl 0): 
tools/ext_ambient_inventory/fixtures/hook_scope/reject_binding_unresolvable.ail	5	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: pre-existing (fixture not meant to compile standalone) — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/reject_binding_unresolvable (de
tools/ext_ambient_inventory/fixtures/hook_scope/reject_capability_list_arity.ail	3	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0); ToolProvider row without Trace	gate fixture (verdict owned by its gate): FAIL: fixture by design (effect row / arity), not 8.0 — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/reject_capability_list_arity (d
tools/ext_ambient_inventory/fixtures/hook_scope/reject_capability_list_computed.ail	3	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: 8.0 context shape (ExtCtx literal / view record)
tools/ext_ambient_inventory/fixtures/hook_scope/reject_capability_list_element.ail	3	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: 8.0 context shape (ExtCtx literal / view record)
tools/ext_ambient_inventory/fixtures/hook_scope/reject_capability_list_juxtaposed.ail	4	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: fixture by design (effect row / arity), not 8.0 — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/reject_capability_list_juxtapos
tools/ext_ambient_inventory/fixtures/hook_scope/reject_capability_list_unknown_kind.ail	3	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: pre-existing (fixture not meant to compile standalone) — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/reject_capability_list_unknown_
tools/ext_ambient_inventory/fixtures/hook_scope/reject_unknown_callee.ail	6	fixture;helper signature;import;registration	dst; ext_ambient_inventory (via tools/ext_ambient_inventory/derive.py); ext_ambient_inventory_selftest (via tools/ext_ambient_inventory/derive.py); ext_hook_scope (via tools/ext_ambient_inventory/derive.py); ext_hook_scope_selftest (via tools/ext_ambient_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	gate fixture (verdict owned by its gate): FAIL: pre-existing (fixture not meant to compile standalone) — Error: type error in tools/ext_ambient_inventory/fixtures/hook_scope/reject_unknown_callee (decl 0):
tools/ext_ambient_inventory/hook_scope.py	14	text	driver_plus_compose (via tools/profile_definition/check_compose_profile.py); driver_plus_no_ops (via tools/profile_definition/check_no_op_profile.py); dst	P0.5	P0.5 put the arity table and ABI cross-check on 8.0	not checked
tools/ext_call_inventory/fixtures/control_resolved.ail	3	comment;fixture;helper signature;import	dst; ext_call_inventory (via tools/ext_call_inventory/derive.py); ext_call_inventory_selftest (via tools/ext_call_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	ok
tools/ext_call_inventory/fixtures/expected.json	2	data	dst; ext_call_inventory (via tools/ext_call_inventory/derive.py); ext_call_inventory_selftest (via tools/ext_call_inventory/derive.py)	UNOWNED	sites: data	not checked
tools/ext_call_inventory/fixtures/form_alias.ail	2	fixture;helper signature;import	dst; ext_call_inventory (via tools/ext_call_inventory/derive.py); ext_call_inventory_selftest (via tools/ext_call_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	ok
tools/ext_call_inventory/fixtures/form_computed.ail	1	fixture;import	dst; ext_call_inventory (via tools/ext_call_inventory/derive.py); ext_call_inventory_selftest (via tools/ext_call_inventory/derive.py)	UNOWNED	sites: fixture;import	ok
tools/ext_call_inventory/fixtures/form_reexport.ail	3	fixture;helper signature;import	dst; ext_call_inventory (via tools/ext_call_inventory/derive.py); ext_call_inventory_selftest (via tools/ext_call_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	ok
tools/ext_call_inventory/fixtures/form_wrapper.ail	2	fixture;helper signature;import	dst; ext_call_inventory (via tools/ext_call_inventory/derive.py); ext_call_inventory_selftest (via tools/ext_call_inventory/derive.py)	UNOWNED	8.0 breakage: callbacks typed ExtCtx (views at 8.0)	ok
tools/ext_registry_gen/fixtures/abi8/exts/motoko-ext-alpha/register.ail	1	fixture;registration	registry_gen (via tools/ext_registry_gen/generate.py); registry_gen_check (via tools/ext_registry_gen/generate.py)	P0.5	already 8.0 (P0.5 registry fixture tree)	ok
tools/ext_registry_gen/fixtures/abi8/exts/motoko-ext-beta/register.ail	1	fixture;registration	registry_gen (via tools/ext_registry_gen/generate.py); registry_gen_check (via tools/ext_registry_gen/generate.py)	P0.5	already 8.0 (P0.5 registry fixture tree)	ok
tools/ext_registry_gen/fixtures/abi8/registry/normalize.ail	2	fixture;helper signature;import	registry_gen (via tools/ext_registry_gen/generate.py); registry_gen_check (via tools/ext_registry_gen/generate.py)	P0.5	already 8.0 (P0.5 registry fixture tree)	ok
tools/ext_registry_gen/fixtures/abi8/registry/registry_generated.ail	6	comment;fixture;helper signature;import	registry_gen (via tools/ext_registry_gen/generate.py); registry_gen_check (via tools/ext_registry_gen/generate.py)	P0.5	already 8.0 (P0.5 registry fixture tree)	FAIL: needs its own fixture root (p05_registry_fixture_check.sh checks it there), not 8.0
tools/ext_registry_gen/fixtures/abi8/registry/run.ail	5	comment;fixture;helper signature;import;reference	registry_gen (via tools/ext_registry_gen/generate.py); registry_gen_check (via tools/ext_registry_gen/generate.py)	P0.5	already 8.0 (P0.5 registry fixture tree)	FAIL: pre-existing (fixture not meant to compile standalone) — Error: module loading error: failed to load registry/registry_generated: LDR001: module not found: r
tools/ext_registry_gen/fixtures/abi8/tools/ext_registry_gen/generate.py	7	text	registry_gen (via tools/ext_registry_gen/generate.py); registry_gen_check (via tools/ext_registry_gen/generate.py)	P0.5	already 8.0 (P0.5 registry fixture tree)	not checked
tools/ext_registry_gen/generate.py	7	text	registry_gen; registry_gen_check	UNOWNED	sites: text	not checked
tools/profile_definition/check_compose_profile.py	1	text	driver_plus_compose; dst	UNOWNED	sites: text	not checked
tools/profile_definition/check_fixtures.py	2	text	driver_only; dst; profile_definition	P0.5	P0.5: CAPABILITY_KINDS 12; the pin sweep itself is P1.5r's	not checked
tools/profile_definition/check_no_op_profile.py	3	text	driver_plus_no_ops; dst	UNOWNED	sites: text	not checked
