case_id	test_name	observed_verdict	observed_first_finding	observed_position	observed_by	commit
M10.verdict.refusal	src/eval/journal/source_checks.ail:test_m10_verdict_mapping	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M10.verdict.not_run	src/eval/journal/source_checks.ail:test_m10_verdict_mapping	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P17a.SourceFaithful.EndSuspended3	src/eval/journal/source_checks_live_test.ail:p17a_clean_suspended	admitted	-	-	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
P17a.SourceFaithful.EndFinalize	src/eval/journal/source_checks_live_test.ail:p17a_clean_finalize	admitted	-	-	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
P17a.Refused.Refusal	src/eval/journal/source_checks_live_test.ail:p17a_source_refusal	refused	HybridPredicate	entry:9	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
P17a.Refused.Preflight	src/eval/journal/source_checks_live_test.ail:p17a_preflight_refusal	refused	AdmissionCheck(A9b)	aggregate:provenance:toolchain	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.clean.base	src/eval/journal/source_checks_live_test.ail:m15_clean_base	admitted	-	-	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.clean.m2	src/eval/journal/source_checks_live_test.ail:m15_clean_m2	admitted	-	-	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.env_table.columns	src/eval/journal/witness.ail:test_m11_env_table_columns	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.witness.built	src/eval/journal/witness.ail:test_m11_witness_built_not_read	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.witness.clean	src/eval/journal/witness.ail:test_m11_witness_balance	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.witness.under	src/eval/journal/witness.ail:test_m11_witness_balance	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.witness.over	src/eval/journal/witness.ail:test_m11_witness_balance	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.witness.models_file	src/eval/journal/witness.ail:test_m11_witness_balance	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.witness.fault_in_accepted	src/eval/journal/witness.ail:test_m11_witness_balance	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.witness.fault_own_column	src/eval/journal/witness.ail:test_m11_witness_balance	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.witness.exit_manifest_missing	src/eval/journal/witness.ail:test_m11_witness_balance	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.witness.clock	src/eval/journal/witness.ail:test_m11_witness_balance	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.zero_by_name	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.checkpoint_decisions	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.checkpoint_records	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.stream_chunks	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.approval_reads	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.approvals_consumed	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.waits_opened	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.parks	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.wakes	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.extension_effects	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.retries	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.injected_messages	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.hybrid_extractions	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.file_writes	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.file_removes	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.dir_makes	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.exit_manifest_reads	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.capture_reads	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.decisions	src/eval/journal/witness.ail:test_m11_census_zero_by_name_and_twins	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.twin.exit_manifest_writes	src/eval/journal/witness.ail:test_m11_census_exit_manifest_write_twin	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.census.exit_manifest_blank_name	src/eval/journal/witness.ail:test_m11_census_exit_manifest_write_twin	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.decisions.derived	src/eval/journal/witness.ail:test_m11_decision_count_derived	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.decisions.stop_count_off	src/eval/journal/witness.ail:test_m11_decision_count_derived	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.decisions.finalize_manifest_read_missing	src/eval/journal/witness.ail:test_m11_decision_count_derived	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.four_words	src/eval/journal/witness.ail:test_m11_four_words_apart	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.t0_suspended	src/eval/journal/witness_live_test.ail:m11_t0_suspended_clean	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.t0_finalize	src/eval/journal/witness_live_test.ail:m11_t0_finalize_clean	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.family_evidence_unchanged	src/eval/journal/witness_live_test.ail:m11_t0_suspended_clean	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.checkpoint_history_vacuous	src/eval/journal/witness_live_test.ail:m11_t0_suspended_clean	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.under	src/eval/journal/witness_live_test.ail:m11_witness_under_over	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.over	src/eval/journal/witness_live_test.ail:m11_witness_under_over	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.tool_over	src/eval/journal/witness_live_test.ail:m11_witness_under_over	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.profile_missed.unknown	src/eval/journal/witness_live_test.ail:m11_profile_missed_models_file_refused	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.profile_missed.non_positive	src/eval/journal/witness_live_test.ail:m11_profile_missed_models_file_refused	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.profile_missed.no_event	src/eval/journal/witness_live_test.ail:m11_profile_missed_models_file_refused	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.fault_path.own_column	src/eval/journal/witness_live_test.ail:m11_fault_path_own_column	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.fault_path.accepted_column	src/eval/journal/witness_live_test.ail:m11_fault_path_own_column	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.fault_path.capture_census	src/eval/journal/witness_live_test.ail:m11_fault_path_own_column	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.bridge.clean	src/eval/journal/witness_live_test.ail:m11_wrong_obligation_or_metadata	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.bridge.obligation	src/eval/journal/witness_live_test.ail:m11_wrong_obligation_or_metadata	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.bridge.metadata	src/eval/journal/witness_live_test.ail:m11_wrong_obligation_or_metadata	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.bridge.metadata_unknown	src/eval/journal/witness_live_test.ail:m11_wrong_obligation_or_metadata	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.bridge.epoch	src/eval/journal/witness_live_test.ail:m11_wrong_obligation_or_metadata	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.bridge.family_unevaluated	src/eval/journal/witness_live_test.ail:m11_wrong_obligation_or_metadata	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.budget.derived	src/eval/journal/witness_live_test.ail:m11_decision_budget	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.budget.n	src/eval/journal/witness_live_test.ail:m11_decision_budget	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.budget.retry	src/eval/journal/witness_live_test.ail:m11_decision_budget	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.budget.decision_dropped	src/eval/journal/witness_live_test.ail:m11_decision_budget	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.checkpoint_decisions	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.checkpoint_records	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.stream_chunks	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.approval_reads	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.approvals_consumed	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.waits_opened	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.parks	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.wakes	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.extension_effects	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.retries	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.injected_messages	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.hybrid_extractions	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.file_writes	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.file_removes	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.dir_makes	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.exit_manifest_reads	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.exit_manifest_writes	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.capture_reads	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.census_twins.decisions	src/eval/journal/witness_live_test.ail:m11_census_twins_live	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.PrivateKeyBlock	src/eval/journal/scan.ail:test_m12_shape_refusals	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.JsonWebToken	src/eval/journal/scan.ail:test_m12_shape_refusals	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.UrlUserinfo	src/eval/journal/scan.ail:test_m12_shape_refusals	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.shapes.clean	src/eval/journal/scan.ail:test_m12_shape_refusals	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.JsonWebToken.false_negative	src/eval/journal/scan.ail:test_m12_shape_refusals	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.body16.later_occurrence	src/eval/journal/scan.ail:test_m12_body16_later_occurrence	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.body16.later_prefix	src/eval/journal/scan.ail:test_m12_body16_later_occurrence	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.body16.boundary	src/eval/journal/scan.ail:test_m12_body16_later_occurrence	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.body6.reported	src/eval/journal/scan.ail:test_m12_short_body_reported	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.body15.reported	src/eval/journal/scan.ail:test_m12_short_body_reported	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.CredentialBearingName.env_key	src/eval/journal/scan.ail:test_m12_credential_bearing_name_report_only	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.CredentialBearingName.env_read	src/eval/journal/scan.ail:test_m12_credential_bearing_name_report_only	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.clean	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.snapshot	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.excerpt	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.program_identity	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.program_projection	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.program_payload	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.program_chunks	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.env	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.files	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.metadata	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.metadata_record	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.component.derived	src/eval/journal/scan.ail:test_m12_one_hit_per_component	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.report.no_body	src/eval/journal/scan.ail:test_m12_report_contains_no_body	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.artifact.frame	src/eval/journal/scan.ail:test_m12_artifact_frame	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.artifact.load_program	src/eval/journal/scan_live_test.ail:m12_artifact_load_program	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.artifact.tampered	src/eval/journal/scan_live_test.ail:m12_artifact_load_program	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.copies.drift_probe	src/eval/journal/scan_live_test.ail:m12_copies_agree_with_dst_secrets	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.layout	src/eval/journal/scan.ail:test_m12_entry_layout	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.exposure_row_undecodable	src/eval/journal/scan.ail:test_m12_entry_layout	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.name	src/eval/journal/scan.ail:test_m12_entry_name	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.written	src/eval/journal/scan_live_test.ail:m12_entry_written	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.permission_failure	src/eval/journal/scan_live_test.ail:m12_entry_permission_failure	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.partial_write_failure	src/eval/journal/scan_live_test.ail:m12_entry_partial_write_failure	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.exists	src/eval/journal/scan_live_test.ail:m12_entry_exists	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.scan_refused.snapshot	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.scan_refused.excerpt	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.scan_refused.identity	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.scan_refused.projection	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.scan_refused.payload	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.scan_refused.chunks	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.scan_refused.env	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.scan_refused.files	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.scan_refused.metadata	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.scan_refused.record	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M12.entry.name_invalid	src/eval/journal/scan_live_test.ail:m12_entry_name_invalid	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.ScanRefusal	-	inapplicable	(no test)	-	reason	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.prompts	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/prompts.ail]	refused	InadmissibleCandidate:path:src/core/prompts.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.ext	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/ext/registry.ail]	refused	InadmissibleCandidate:path:src/core/ext/registry.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.tool_catalog	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/tool_catalog.ail]	refused	InadmissibleCandidate:path:src/core/tool_catalog.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.backend	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/backend.ail]	refused	InadmissibleCandidate:path:src/core/backend.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.config	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/config.ail]	refused	InadmissibleCandidate:path:src/core/config.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.tool_runtime	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/tool_runtime.ail]	refused	InadmissibleCandidate:path:src/core/tool_runtime.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.tool_stream_phase	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/tool_stream_phase.ail]	refused	InadmissibleCandidate:path:src/core/tool_stream_phase.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.dst	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/dst_replay.ail]	refused	InadmissibleCandidate:path:src/core/dst_replay.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.core_test	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[src/core/test/stub_step.ail]	refused	InadmissibleCandidate:path:src/core/test/stub_step.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.strict_replay_dst	scripts/eval/test_candidate.py:test_m13_inadmissible_path_d3[scripts/dst/strict_replay_dst.ail]	refused	InadmissibleCandidate:path:scripts/dst/strict_replay_dst.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.lock	scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[ailang.lock]	refused	InadmissibleCandidate:path:ailang.lock	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.toml	scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[ailang.toml]	refused	InadmissibleCandidate:path:ailang.toml	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.packages	scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[packages/motoko-ext-abi/src/types.ail]	refused	InadmissibleCandidate:path:packages/motoko-ext-abi/src/types.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.nested_toml	scripts/eval/test_candidate.py:test_m13_inadmissible_path_packages[src/core/ailang.toml]	refused	InadmissibleCandidate:path:src/core/ailang.toml	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.deletion	scripts/eval/test_candidate.py:test_m13_inadmissible_path_deletion_counts	refused	InadmissibleCandidate:path:src/core/prompts.ail	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.path.list	scripts/eval/test_candidate.py:test_m13_path_list_globs	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.InadmissibleCandidate.intent.behavior_change	scripts/eval/test_candidate.py:test_m13_inadmissible_intent[behavior_change]	refused	InadmissibleCandidate:intent:behavior-change	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
